origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-02-22,1,AT,quantile,0.9,2740.0720602476454
2026-02-25,ILI incidence,2026-03-01,2,AT,quantile,0.9,2402.090217185396
2026-02-25,ILI incidence,2026-03-08,3,AT,quantile,0.9,2091.4416746233746
2026-02-25,ILI incidence,2026-03-15,4,AT,quantile,0.9,1816.926006588827
2026-02-25,ILI incidence,2026-02-22,1,AT,quantile,0.95,2822.0391264178893
2026-02-25,ILI incidence,2026-03-01,2,AT,quantile,0.95,2538.9656281463776
2026-02-25,ILI incidence,2026-03-08,3,AT,quantile,0.95,2232.8148236207644
2026-02-25,ILI incidence,2026-03-15,4,AT,quantile,0.95,1949.6822435367815
2026-02-25,ILI incidence,2026-02-22,1,AT,quantile,0.975,2888.574365525934
2026-02-25,ILI incidence,2026-03-01,2,AT,quantile,0.975,2622.637197808955
2026-02-25,ILI incidence,2026-03-08,3,AT,quantile,0.975,2339.1940187866508
2026-02-25,ILI incidence,2026-03-15,4,AT,quantile,0.975,2033.6785497566045
2026-02-25,ILI incidence,2026-02-22,1,AT,quantile,0.99,2964.157028392715
2026-02-25,ILI incidence,2026-03-01,2,AT,quantile,0.99,2730.4872773568886
2026-02-25,ILI incidence,2026-03-08,3,AT,quantile,0.99,2467.317175021114
2026-02-25,ILI incidence,2026-03-15,4,AT,quantile,0.99,2181.4760580713078
2026-02-25,ILI incidence,2026-02-22,1,AT,median,,2314.6662508704703
2026-02-25,ILI incidence,2026-03-01,2,AT,median,,1920.6583863728376
2026-02-25,ILI incidence,2026-03-08,3,AT,median,,1556.139706413155
2026-02-25,ILI incidence,2026-03-15,4,AT,median,,1228.017340779181
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.01,292.01127304350007
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.01,187.4485243367779
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.01,111.80352179964768
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.01,63.406183029323586
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.025,298.84228501963105
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.025,191.74073384283102
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.025,115.04981038410295
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.025,65.39105567385354
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.05,306.3243728119178
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.05,197.26783623169786
